rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/total_timesteps,time/episodes,reward,time/time_elapsed,status,rollout/exploration_rate
-230.032157,3,6.0,6,1,-200.0,1,-1.0,0.9971500000000003
