train/learning_rate,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/fps,time/episodes,train/loss,train/n_updates,rollout/exploration_rate,time/total_timesteps
0.0001,106.5,86,-539.30195975,4,4,9.552284240722656,325,0.7976500000000002,426
