time/fps,rollout/exploration_rate,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/episodes,rollout/ep_len_mean,status,train/loss,train/learning_rate,train/n_updates
4,0.05,506.818909,44062,8893,325,137.0,1.0,7.164116382598877,0.0001,34061
4,0.05,644.503938,44151,8911,326,89.0,1.0,3.1878693103790283,0.0001,34150
4,0.05,-31.941681,44249,8931,327,98.0,-1.0,6.525909423828125,0.0001,34248
4,0.05,629.065891,44343,8950,328,94.0,1.0,3.0884737968444824,0.0001,34342
4,0.05,925.368746,44473,8976,329,130.0,1.0,2.477447509765625,0.0001,34472
4,0.05,19.312044,44593,9001,330,120.0,-1.0,5.77567720413208,0.0001,34592
4,0.05,186.036035,44651,9013,331,58.0,-1.0,6.94921875,0.0001,34650
4,0.05,823.870342,44764,9035,332,113.0,1.0,2.7034952640533447,0.0001,34763
4,0.05,701.615613,44847,9052,333,83.0,1.0,6.825514793395996,0.0001,34846
4,0.05,822.839892,44987,9080,334,140.0,1.0,8.209267616271973,0.0001,34986
4,0.05,573.112263,45141,9112,335,154.0,1.0,2.8971848487854004,0.0001,35140
4,0.05,568.637268,45389,9161,336,248.0,1.0,3.0752251148223877,0.0001,35388
4,0.05,509.598449,45453,9174,337,64.0,1.0,7.70449161529541,0.0001,35452
4,0.05,325.441332,45473,9179,338,20.0,1.0,3.350512742996216,0.0001,35472
4,0.05,384.756775,45509,9186,339,36.0,1.0,3.490805149078369,0.0001,35508
4,0.05,-21.729302,45551,9195,340,42.0,-1.0,3.229801654815674,0.0001,35550
4,0.05,655.199322,45636,9212,341,85.0,1.0,15.990259170532227,0.0001,35635
4,0.05,964.730417,46128,9311,342,492.0,1.0,2.774658203125,0.0001,36127
4,0.05,753.557138,46370,9359,343,242.0,1.0,3.4549312591552734,0.0001,36369
4,0.05,480.462405,46419,9369,344,49.0,1.0,7.259425163269043,0.0001,36418
4,0.05,705.36265,46544,9395,345,125.0,1.0,3.3570480346679688,0.0001,36543
4,0.05,572.442131,46622,9411,346,78.0,1.0,6.061221122741699,0.0001,36621
4,0.05,115.530922,46897,9466,347,275.0,-1.0,7.218254089355469,0.0001,36896
4,0.05,-163.021851,46903,9467,348,6.0,-1.0,2.9109373092651367,0.0001,36902
4,0.05,507.0955,46988,9484,349,85.0,1.0,3.0852057933807373,0.0001,36987
4,0.05,811.056379,47135,9514,350,147.0,1.0,3.448758125305176,0.0001,37134
4,0.05,628.944955,47210,9529,351,75.0,1.0,3.416893720626831,0.0001,37209
4,0.05,4.275766,47336,9555,352,126.0,-1.0,6.677986145019531,0.0001,37335
4,0.05,159.156223,47401,9568,353,65.0,-1.0,3.1284306049346924,0.0001,37400
4,0.05,775.429017,47534,9595,354,133.0,1.0,6.849517822265625,0.0001,37533
4,0.05,590.543703,47626,9614,355,92.0,1.0,2.948812961578369,0.0001,37625
4,0.05,-46.760524,47698,9628,356,72.0,-1.0,3.861276149749756,0.0001,37697
4,0.05,455.402441,47784,9646,357,86.0,1.0,3.415707588195801,0.0001,37783
4,0.05,869.706653,47896,9668,358,112.0,1.0,6.704072952270508,0.0001,37895
4,0.05,-200.428585,47900,9669,359,4.0,-1.0,7.53814172744751,0.0001,37899
4,0.05,137.845849,47956,9681,360,56.0,-1.0,6.250576972961426,0.0001,37955
4,0.05,465.385041,48008,9691,361,52.0,1.0,3.0793867111206055,0.0001,38007
4,0.05,445.086823,48046,9699,362,38.0,1.0,3.758701801300049,0.0001,38045
4,0.05,658.061819,48147,9720,363,101.0,1.0,3.2246785163879395,0.0001,38146
4,0.05,760.53545,48274,9745,364,127.0,1.0,5.505987644195557,0.0001,38273
4,0.05,713.279777,48364,9764,365,90.0,1.0,8.37070083618164,0.0001,38363
4,0.05,-148.754516,48372,9765,366,8.0,-1.0,3.7319552898406982,0.0001,38371
4,0.05,417.200951,48461,9783,367,89.0,1.0,3.407745838165283,0.0001,38460
4,0.05,528.364184,48529,9797,368,68.0,1.0,4.071479320526123,0.0001,38528
4,0.05,-5.87789,48574,9807,369,45.0,-1.0,4.15453577041626,0.0001,38573
4,0.05,782.542092,48719,9836,370,145.0,1.0,7.399995803833008,0.0001,38718
4,0.05,654.746336,48811,9854,371,92.0,1.0,2.924513816833496,0.0001,38810
4,0.05,432.19673,48858,9864,372,47.0,1.0,8.217580795288086,0.0001,38857
4,0.05,832.48865,48966,9886,373,108.0,1.0,6.233230113983154,0.0001,38965
4,0.05,403.434837,49013,9896,374,47.0,1.0,2.8252248764038086,0.0001,39012
4,0.05,723.283163,49115,9916,375,102.0,1.0,3.266474723815918,0.0001,39114
4,0.05,415.355185,49156,9925,376,41.0,1.0,7.645428657531738,0.0001,39155
4,0.05,530.849097,49232,9940,377,76.0,1.0,3.3513917922973633,0.0001,39231
4,0.05,820.154701,49392,9972,378,160.0,1.0,3.7167611122131348,0.0001,39391
4,0.05,472.131487,49465,9987,379,73.0,1.0,3.2341153621673584,0.0001,39464
4,0.05,578.065355,49566,10008,380,101.0,1.0,3.770815849304199,0.0001,39565
4,0.05,830.446765,49668,10028,381,102.0,1.0,6.414499282836914,0.0001,39667
4,0.05,458.571612,49733,10042,382,65.0,1.0,8.726617813110352,0.0001,39732
4,0.05,385.820384,49773,10050,383,40.0,1.0,10.232987403869629,0.0001,39772
4,0.05,830.859431,49890,10073,384,117.0,1.0,3.943180561065674,0.0001,39889
4,0.05,458.373837,49956,10087,385,66.0,1.0,3.3350484371185303,0.0001,39955
4,0.05,517.302325,50015,10099,386,59.0,1.0,3.65016770362854,0.0001,40014
4,0.05,394.320565,50059,10108,387,44.0,1.0,5.142977714538574,0.0001,40058
4,0.05,618.831631,50129,10122,388,70.0,1.0,3.246309995651245,0.0001,40128
4,0.05,432.263859,50183,10133,389,54.0,1.0,3.6111388206481934,0.0001,40182
4,0.05,612.929339,50256,10148,390,73.0,1.0,3.8334834575653076,0.0001,40255
4,0.05,413.235679,50307,10159,391,51.0,1.0,3.246445655822754,0.0001,40306
4,0.05,39.524065,50339,10165,392,32.0,-1.0,3.339987277984619,0.0001,40338
4,0.05,434.209923,50382,10174,393,43.0,1.0,3.1302452087402344,0.0001,40381
4,0.05,72.688648,50475,10193,394,93.0,-1.0,7.9690446853637695,0.0001,40474
4,0.05,74.945336,50550,10208,395,75.0,-1.0,7.3074235916137695,0.0001,40549
4,0.05,558.303079,50625,10223,396,75.0,1.0,3.313091516494751,0.0001,40624
4,0.05,452.51637,50700,10239,397,75.0,1.0,4.327681541442871,0.0001,40699
4,0.05,707.936128,50830,10265,398,130.0,1.0,3.877568006515503,0.0001,40829
4,0.05,15.147927,50859,10271,399,29.0,-1.0,4.6320600509643555,0.0001,40858
4,0.05,-197.80724,50862,10272,400,3.0,-1.0,2.7533836364746094,0.0001,40861
4,0.05,605.292953,50948,10289,401,86.0,1.0,8.274662017822266,0.0001,40947
4,0.05,397.618432,50992,10298,402,44.0,1.0,7.280944347381592,0.0001,40991
4,0.05,377.778633,51037,10307,403,45.0,1.0,8.197099685668945,0.0001,41036
4,0.05,556.480696,51127,10326,404,90.0,1.0,7.617177963256836,0.0001,41126
4,0.05,771.091242,51237,10348,405,110.0,1.0,10.654470443725586,0.0001,41236
4,0.05,233.306042,51334,10368,406,97.0,-1.0,4.946688175201416,0.0001,41333
4,0.05,11.642864,51401,10381,407,67.0,-1.0,3.5879135131835938,0.0001,41400
4,0.05,690.929823,51507,10403,408,106.0,1.0,3.1320559978485107,0.0001,41506
4,0.05,-51.188585,51557,10413,409,50.0,-1.0,3.8608295917510986,0.0001,41556
4,0.05,814.157842,51718,10445,410,161.0,1.0,2.732569694519043,0.0001,41717
4,0.05,855.689131,51848,10472,411,130.0,1.0,8.841224670410156,0.0001,41847
4,0.05,305.59421,51870,10476,412,22.0,1.0,10.259016036987305,0.0001,41869
4,0.05,-196.262883,51877,10478,413,7.0,-1.0,3.1108055114746094,0.0001,41876
4,0.05,131.102719,51937,10490,414,60.0,-1.0,4.739526271820068,0.0001,41936
4,0.05,414.959866,51975,10498,415,38.0,1.0,8.582328796386719,0.0001,41974
4,0.05,-75.762171,52007,10505,416,32.0,-1.0,4.564226150512695,0.0001,42006
4,0.05,804.714924,52113,10526,417,106.0,1.0,11.322748184204102,0.0001,42112
4,0.05,817.796156,52248,10553,418,135.0,1.0,3.8884482383728027,0.0001,42247
4,0.05,287.368115,52326,10569,419,78.0,-1.0,7.1342926025390625,0.0001,42325
4,0.05,418.756961,52399,10584,420,73.0,1.0,10.00920581817627,0.0001,42398
4,0.05,183.678981,52457,10596,421,58.0,-1.0,3.4497499465942383,0.0001,42456
4,0.05,613.898689,52542,10613,422,85.0,1.0,4.242033004760742,0.0001,42541
4,0.05,672.993835,52665,10638,423,123.0,1.0,10.619178771972656,0.0001,42664
4,0.05,671.676472,52747,10654,424,82.0,1.0,3.736629009246826,0.0001,42746
4,0.05,538.903502,52807,10667,425,60.0,1.0,3.753718614578247,0.0001,42806
4,0.05,641.768388,52900,10686,426,93.0,1.0,4.641724586486816,0.0001,42899
4,0.05,753.137467,52999,10706,427,99.0,1.0,3.1259822845458984,0.0001,42998
4,0.05,294.67382,53028,10712,428,29.0,1.0,3.7696075439453125,0.0001,43027
4,0.05,-111.171405,53048,10716,429,20.0,-1.0,2.624582290649414,0.0001,43047
4,0.05,120.205339,53107,10728,430,59.0,-1.0,5.166637897491455,0.0001,43106
4,0.05,563.028443,53175,10742,431,68.0,1.0,3.1386446952819824,0.0001,43174
4,0.05,464.585318,53228,10753,432,53.0,1.0,4.152314186096191,0.0001,43227
4,0.05,646.092086,53304,10768,433,76.0,1.0,8.485727310180664,0.0001,43303
4,0.05,84.223521,53364,10780,434,60.0,-1.0,2.7990880012512207,0.0001,43363
4,0.05,566.018797,53440,10796,435,76.0,1.0,4.159577369689941,0.0001,43439
4,0.05,746.136783,53559,10820,436,119.0,1.0,3.5744338035583496,0.0001,43558
4,0.05,318.687181,53581,10824,437,22.0,1.0,4.093528747558594,0.0001,43580
4,0.05,324.827163,53685,10845,438,104.0,-1.0,3.1001040935516357,0.0001,43684
4,0.05,520.089809,53760,10861,439,75.0,1.0,2.996213912963867,0.0001,43759
4,0.05,583.399205,53835,10876,440,75.0,1.0,3.323960781097412,0.0001,43834
4,0.05,457.37569,53888,10887,441,53.0,1.0,4.655647277832031,0.0001,43887
4,0.05,699.454489,53987,10907,442,99.0,1.0,5.125428676605225,0.0001,43986
4,0.05,635.784664,54071,10924,443,84.0,1.0,2.487908363342285,0.0001,44070
4,0.05,193.579486,54142,10938,444,71.0,-1.0,7.302130699157715,0.0001,44141
4,0.05,255.827861,54151,10940,445,9.0,1.0,4.2559075355529785,0.0001,44150
4,0.05,744.948472,54246,10959,446,95.0,1.0,3.0758910179138184,0.0001,44245
4,0.05,534.941905,54327,10976,447,81.0,1.0,13.088924407958984,0.0001,44326
4,0.05,449.810131,54387,10988,448,60.0,1.0,6.032675266265869,0.0001,44386
4,0.05,497.306851,54449,11001,449,62.0,1.0,3.444553852081299,0.0001,44448
4,0.05,419.944487,54487,11009,450,38.0,1.0,7.791257381439209,0.0001,44486
4,0.05,727.793804,54586,11029,451,99.0,1.0,3.880751132965088,0.0001,44585
4,0.05,437.527341,54628,11037,452,42.0,1.0,6.773131370544434,0.0001,44627
4,0.05,703.387093,54730,11058,453,102.0,1.0,8.306930541992188,0.0001,44729
4,0.05,656.012324,54834,11079,454,104.0,1.0,3.290287494659424,0.0001,44833
4,0.05,363.454774,54868,11086,455,34.0,1.0,3.5541367530822754,0.0001,44867
4,0.05,409.841022,54905,11094,456,37.0,1.0,8.299084663391113,0.0001,44904
4,0.05,320.226184,54932,11099,457,27.0,1.0,8.585527420043945,0.0001,44931
4,0.05,473.83857,55000,11113,458,68.0,1.0,4.922841548919678,0.0001,44999
4,0.05,471.671713,55065,11126,459,65.0,1.0,3.7510480880737305,0.0001,45064
4,0.05,18.179695,55107,11135,460,42.0,-1.0,2.5667402744293213,0.0001,45106
4,0.05,-200.0,55108,11135,461,1.0,-1.0,3.220609188079834,0.0001,45107
4,0.05,454.659271,55152,11144,462,44.0,1.0,4.712841033935547,0.0001,45151
4,0.05,700.838063,55260,11166,463,108.0,1.0,4.7859063148498535,0.0001,45259
4,0.05,659.830287,55361,11187,464,101.0,1.0,8.01551342010498,0.0001,45360
4,0.05,817.361716,55477,11210,465,116.0,1.0,2.666314125061035,0.0001,45476
4,0.05,158.97623,55540,11223,466,63.0,-1.0,3.9012489318847656,0.0001,45539
4,0.05,844.606544,55671,11250,467,131.0,1.0,4.565949440002441,0.0001,45670
4,0.05,345.96717,55703,11256,468,32.0,1.0,3.9502792358398438,0.0001,45702
4,0.05,-222.055398,55708,11257,469,5.0,-1.0,4.363231658935547,0.0001,45707
4,0.05,495.439331,55762,11268,470,54.0,1.0,4.855033874511719,0.0001,45761
4,0.05,589.946998,55848,11286,471,86.0,1.0,3.4224183559417725,0.0001,45847
4,0.05,291.375024,55873,11291,472,25.0,1.0,3.4935388565063477,0.0001,45872
4,0.05,440.781912,55919,11301,473,46.0,1.0,2.8691182136535645,0.0001,45918
4,0.05,335.771843,55950,11307,474,31.0,1.0,2.851487159729004,0.0001,45949
4,0.05,-207.618335,55954,11308,475,4.0,-1.0,8.53475570678711,0.0001,45953
4,0.05,484.978974,56022,11322,476,68.0,1.0,4.829338073730469,0.0001,46021
4,0.05,745.975617,56124,11342,477,102.0,1.0,8.626867294311523,0.0001,46123
4,0.05,82.595346,56173,11352,478,49.0,-1.0,8.363651275634766,0.0001,46172
4,0.05,583.449256,56268,11372,479,95.0,1.0,6.213325500488281,0.0001,46267
4,0.05,573.407208,56328,11384,480,60.0,1.0,5.441897392272949,0.0001,46327
4,0.05,409.205685,56367,11392,481,39.0,1.0,4.654654026031494,0.0001,46366
4,0.05,644.83737,56450,11409,482,83.0,1.0,7.897952079772949,0.0001,46449
4,0.05,508.849281,56527,11424,483,77.0,1.0,8.684228897094727,0.0001,46526
4,0.05,645.152621,56603,11440,484,76.0,1.0,4.476261615753174,0.0001,46602
4,0.05,848.822014,56772,11474,485,169.0,1.0,4.872784614562988,0.0001,46771
4,0.05,-191.12526,56776,11475,486,4.0,-1.0,9.152326583862305,0.0001,46775
4,0.05,659.421019,56867,11493,487,91.0,1.0,11.860285758972168,0.0001,46866
4,0.05,839.514094,57210,11562,488,343.0,1.0,8.491548538208008,0.0001,47209
4,0.05,276.972146,57437,11608,489,227.0,-1.0,5.207847595214844,0.0001,47436
4,0.05,631.992993,57527,11626,490,90.0,1.0,5.6007304191589355,0.0001,47526
4,0.05,774.13917,57624,11646,491,97.0,1.0,10.184701919555664,0.0001,47623
4,0.05,540.414487,57693,11660,492,69.0,1.0,4.710501670837402,0.0001,47692
4,0.05,788.727448,57811,11684,493,118.0,1.0,4.7693586349487305,0.0001,47810
4,0.05,154.773799,57862,11694,494,51.0,-1.0,5.998003005981445,0.0001,47861
4,0.05,-195.273232,57866,11695,495,4.0,-1.0,4.50112247467041,0.0001,47865
4,0.05,775.174741,57993,11721,496,127.0,1.0,8.254120826721191,0.0001,47992
4,0.05,816.837713,58109,11744,497,116.0,1.0,5.322148323059082,0.0001,48108
4,0.05,734.377097,58241,11771,498,132.0,1.0,5.0893049240112305,0.0001,48240
4,0.05,468.093296,58288,11781,499,47.0,1.0,3.377000570297241,0.0001,48287
4,0.05,447.587912,58336,11790,500,48.0,1.0,4.212401390075684,0.0001,48335
4,0.05,350.789604,58371,11798,501,35.0,1.0,4.179424285888672,0.0001,48370
4,0.05,894.021504,58501,11824,502,130.0,1.0,5.498450756072998,0.0001,48500
4,0.05,-34.293437,58597,11843,503,96.0,-1.0,7.134961128234863,0.0001,48596
4,0.05,285.939656,58616,11847,504,19.0,1.0,3.9700779914855957,0.0001,48615
4,0.05,795.83093,58767,11878,505,151.0,1.0,13.106771469116211,0.0001,48766
4,0.05,611.888425,58856,11896,506,89.0,1.0,3.6400933265686035,0.0001,48855
4,0.05,469.496243,58900,11905,507,44.0,1.0,14.984684944152832,0.0001,48899
4,0.05,440.300964,58976,11920,508,76.0,1.0,5.299526214599609,0.0001,48975
4,0.05,523.460215,59044,11934,509,68.0,1.0,9.601720809936523,0.0001,49043
4,0.05,765.005439,59154,11956,510,110.0,1.0,4.646992206573486,0.0001,49153
4,0.05,179.453815,59296,11985,511,142.0,-1.0,5.158025741577148,0.0001,49295
4,0.05,428.848571,59346,11995,512,50.0,1.0,8.731436729431152,0.0001,49345
4,0.05,565.440053,59415,12009,513,69.0,1.0,5.438222885131836,0.0001,49414
4,0.05,471.574088,59459,12018,514,44.0,1.0,4.50931453704834,0.0001,49458
4,0.05,-151.838634,59467,12020,515,8.0,-1.0,4.842886924743652,0.0001,49466
4,0.05,466.058404,59532,12033,516,65.0,1.0,14.100394248962402,0.0001,49531
4,0.05,220.748174,59612,12050,517,80.0,-1.0,4.759591102600098,0.0001,49611
4,0.05,393.496168,59648,12057,518,36.0,1.0,5.2529191970825195,0.0001,49647
4,0.05,733.502554,59782,12084,519,134.0,1.0,3.4580328464508057,0.0001,49781
4,0.05,417.134858,59824,12093,520,42.0,1.0,6.657585620880127,0.0001,49823
4,0.05,55.171566,59911,12110,521,87.0,-1.0,4.725101947784424,0.0001,49910
4,0.05,-212.863317,59922,12113,522,11.0,-1.0,6.239319324493408,0.0001,49921
4,0.05,316.934809,59959,12120,523,37.0,1.0,4.198541164398193,0.0001,49958
4,0.05,477.186282,60014,12132,524,55.0,1.0,4.462676525115967,0.0001,50013
4,0.05,395.498148,60400,12209,525,386.0,-1.0,9.888534545898438,0.0001,50399
4,0.05,805.574574,60517,12233,526,117.0,1.0,3.7213146686553955,0.0001,50516
4,0.05,349.21055,60569,12243,527,52.0,1.0,3.547524929046631,0.0001,50568
4,0.05,403.130026,60774,12285,528,205.0,-1.0,5.195178985595703,0.0001,50773
4,0.05,605.772177,60844,12299,529,70.0,1.0,4.683542251586914,0.0001,50843
4,0.05,244.611694,60920,12314,530,76.0,-1.0,4.464122772216797,0.0001,50919
4,0.05,353.138583,60949,12320,531,29.0,1.0,8.360538482666016,0.0001,50948
4,0.05,-189.062076,60976,12326,532,27.0,-1.0,3.829780101776123,0.0001,50975
4,0.05,745.063177,61079,12347,533,103.0,1.0,6.263614177703857,0.0001,51078
4,0.05,35.2996,61149,12361,534,70.0,-1.0,5.464580059051514,0.0001,51148
4,0.05,-243.640046,61161,12364,535,12.0,-1.0,12.06782341003418,0.0001,51160
4,0.05,303.761703,61248,12381,536,87.0,-1.0,8.484344482421875,0.0001,51247
4,0.05,650.338355,61329,12398,537,81.0,1.0,4.636500358581543,0.0001,51328
4,0.05,572.693116,61398,12412,538,69.0,1.0,8.46250057220459,0.0001,51397
4,0.05,-190.068365,61404,12413,539,6.0,-1.0,5.430913925170898,0.0001,51403
4,0.05,737.131492,61529,12439,540,125.0,1.0,4.770628929138184,0.0001,51528
4,0.05,224.78547,61587,12450,541,58.0,-1.0,8.178849220275879,0.0001,51586
4,0.05,-163.045687,61597,12453,542,10.0,-1.0,3.458679437637329,0.0001,51596
4,0.05,-151.594014,61611,12456,543,14.0,-1.0,7.344825744628906,0.0001,51610
4,0.05,408.958532,61646,12463,544,35.0,1.0,8.401826858520508,0.0001,51645
4,0.05,-124.50464,61669,12468,545,23.0,-1.0,8.210820198059082,0.0001,51668
4,0.05,-18.735167,61703,12475,546,34.0,-1.0,9.677841186523438,0.0001,51702
4,0.05,776.975556,61818,12498,547,115.0,1.0,14.196866035461426,0.0001,51817
4,0.05,327.072748,61910,12517,548,92.0,-1.0,3.0392942428588867,0.0001,51909
4,0.05,103.875711,61958,12526,549,48.0,-1.0,10.290103912353516,0.0001,51957
4,0.05,821.196614,62067,12549,550,109.0,1.0,9.255975723266602,0.0001,52066
4,0.05,839.954092,62182,12572,551,115.0,1.0,4.263520240783691,0.0001,52181
4,0.05,-166.165187,62193,12574,552,11.0,-1.0,8.338554382324219,0.0001,52192
4,0.05,231.724791,62281,12592,553,88.0,-1.0,19.774450302124023,0.0001,52280
4,0.05,-115.107568,62302,12596,554,21.0,-1.0,8.803224563598633,0.0001,52301
4,0.05,527.235871,62364,12609,555,62.0,1.0,8.36672592163086,0.0001,52363
4,0.05,-36.779747,62400,12617,556,36.0,-1.0,3.709928274154663,0.0001,52399
4,0.05,-198.599338,62410,12619,557,10.0,-1.0,8.259982109069824,0.0001,52409
4,0.05,102.15392,62473,12632,558,63.0,-1.0,4.079174041748047,0.0001,52472
4,0.05,708.179932,62558,12649,559,85.0,1.0,5.587742805480957,0.0001,52557
4,0.05,317.38058,62603,12658,560,45.0,1.0,17.938661575317383,0.0001,52602
4,0.05,519.009623,62665,12671,561,62.0,1.0,5.118760108947754,0.0001,52664
