status,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/fps,rollout/exploration_rate,time/time_elapsed,time/episodes,train/learning_rate,train/loss,train/n_updates
1.0,492.684003,42326,68.0,4,0.5979030000000003,8533,270,0.0001,4.028479099273682,32325
1.0,758.015337,42591,265.0,4,0.5953854999999996,8586,271,0.0001,7.092442512512207,32590
-1.0,203.48908,42713,122.0,4,0.5942265,8611,272,0.0001,7.321617126464844,32712
-1.0,-11.288782,42776,63.0,4,0.5936279999999997,8623,273,0.0001,5.211627006530762,32775
1.0,425.316686,42888,112.0,4,0.5925639999999996,8646,274,0.0001,10.249567985534668,32887
-1.0,-29.186829,42952,64.0,4,0.5919560000000001,8659,275,0.0001,6.4591569900512695,32951
1.0,525.671764,43044,92.0,4,0.5910820000000003,8678,276,0.0001,12.188604354858398,33043
-1.0,118.875238,43281,237.0,4,0.5888304999999998,8725,277,0.0001,4.114587783813477,33280
-1.0,-46.892679,43308,27.0,4,0.5885739999999999,8731,278,0.0001,5.096274375915527,33307
-1.0,133.424014,43374,66.0,4,0.5879469999999998,8744,279,0.0001,4.912720680236816,33373
-1.0,301.576574,43552,178.0,4,0.5862559999999997,8780,280,0.0001,7.89793586730957,33551
-1.0,-184.921521,43589,37.0,4,0.5859045,8788,281,0.0001,13.725517272949219,33588
-1.0,-62.230968,43698,109.0,4,0.5848689999999999,8810,282,0.0001,5.185254096984863,33697
0.0,662.85385,44198,500.0,4,0.5801190000000005,8910,283,0.0001,5.607621669769287,34197
0.0,408.02393,44698,500.0,4,0.5753689999999999,9011,284,0.0001,12.972907066345215,34697
1.0,561.185541,44771,73.0,4,0.5746754999999999,9025,285,0.0001,4.4800286293029785,34770
1.0,734.284215,45198,427.0,4,0.5706190000000004,9111,286,0.0001,5.076413154602051,35197
-1.0,253.849401,45366,168.0,4,0.5690229999999998,9145,287,0.0001,5.896488666534424,35365
-1.0,-141.812061,45453,87.0,4,0.5681965000000004,9163,288,0.0001,4.726775169372559,35452
0.0,268.058131,45953,500.0,4,0.5634464999999999,9263,289,0.0001,10.081936836242676,35952
-1.0,112.344563,46191,238.0,4,0.5611855000000002,9311,290,0.0001,12.589646339416504,36190
1.0,533.089511,46288,97.0,4,0.5602640000000001,9330,291,0.0001,6.535824775695801,36287
1.0,343.088846,46348,60.0,4,0.5596939999999995,9343,292,0.0001,4.073587417602539,36347
1.0,446.544111,46411,63.0,4,0.5590955000000002,9356,293,0.0001,4.667364120483398,36410
-1.0,-130.29804,46430,19.0,4,0.5589150000000003,9360,294,0.0001,5.559764385223389,36429
-1.0,113.909025,46521,91.0,4,0.5580504999999998,9378,295,0.0001,6.582103729248047,36520
1.0,624.911157,46643,122.0,4,0.5568915000000001,9403,296,0.0001,5.10026741027832,36642
-1.0,-230.55499,46651,8.0,4,0.5568155000000001,9404,297,0.0001,4.746892929077148,36650
-1.0,-116.064135,46686,35.0,4,0.5564830000000001,9412,298,0.0001,12.705982208251953,36685
1.0,863.669949,46890,204.0,4,0.5545450000000001,9453,299,0.0001,8.208235740661621,36889
1.0,727.672657,47053,163.0,4,0.5529964999999999,9486,300,0.0001,9.378371238708496,37052
1.0,836.318356,47182,129.0,4,0.5517709999999995,9512,301,0.0001,9.53136157989502,37181
-1.0,-151.728748,47224,42.0,4,0.5513719999999996,9520,302,0.0001,6.107054710388184,37223
-1.0,-309.081091,47273,49.0,4,0.5509065,9530,303,0.0001,7.024974346160889,37272
1.0,452.95563,47348,75.0,4,0.5501940000000005,9545,304,0.0001,5.016726493835449,37347
-1.0,-169.388748,47459,111.0,4,0.5491394999999998,9568,305,0.0001,4.626970291137695,37458
1.0,358.37317,47492,33.0,4,0.5488260000000003,9575,306,0.0001,3.2189269065856934,37491
-1.0,33.066937,47580,88.0,4,0.5479900000000004,9593,307,0.0001,5.142096996307373,37579
1.0,744.647092,47736,156.0,4,0.546508,9624,308,0.0001,8.895970344543457,37735
